% Title: HIV, All Species Singlenet
% Creator: Neena Parikh
%
@RELATION infection

@ATTRIBUTE class {Control,Infected}
@ATTRIBUTE SORD NUMERIC
@ATTRIBUTE COL14A1 NUMERIC
@ATTRIBUTE PECAM1 NUMERIC
@ATTRIBUTE SLC6A6 NUMERIC
@ATTRIBUTE DTNA NUMERIC
@ATTRIBUTE PRKCB NUMERIC
@ATTRIBUTE GRB10 NUMERIC
@ATTRIBUTE RELB NUMERIC
@ATTRIBUTE GNA14 NUMERIC
@ATTRIBUTE CCDC50 NUMERIC
@ATTRIBUTE DNAJC3 NUMERIC
@ATTRIBUTE CORO1A NUMERIC
@ATTRIBUTE VTI1A NUMERIC
@ATTRIBUTE TUBB2A NUMERIC
@ATTRIBUTE TNP1 NUMERIC
@ATTRIBUTE CADPS NUMERIC
@ATTRIBUTE PTRF NUMERIC
@ATTRIBUTE LRIG1 NUMERIC
@ATTRIBUTE NEK2 NUMERIC
@ATTRIBUTE UBE2Z NUMERIC
@ATTRIBUTE HNRNPA3 NUMERIC
@ATTRIBUTE ATP2B2 NUMERIC
@ATTRIBUTE CLN8 NUMERIC
@ATTRIBUTE SLC30A5 NUMERIC
@ATTRIBUTE SP100 NUMERIC
@ATTRIBUTE ZFP106 NUMERIC
@ATTRIBUTE FBLN1 NUMERIC
@ATTRIBUTE TCF20 NUMERIC
@ATTRIBUTE TGFB3 NUMERIC
@ATTRIBUTE SEPT2 NUMERIC
@ATTRIBUTE PPARGC1A NUMERIC
@ATTRIBUTE WFS1 NUMERIC
@ATTRIBUTE FBXO3 NUMERIC
@ATTRIBUTE KPNB1 NUMERIC
@ATTRIBUTE PAK2 NUMERIC
@ATTRIBUTE CD44 NUMERIC
@ATTRIBUTE GALT NUMERIC
@ATTRIBUTE HGFAC NUMERIC
@ATTRIBUTE MAPRE2 NUMERIC
@ATTRIBUTE PLA2G10 NUMERIC
@ATTRIBUTE CHERP NUMERIC
@ATTRIBUTE CSNK1A1 NUMERIC
@ATTRIBUTE ANK3 NUMERIC
@ATTRIBUTE SCARB2 NUMERIC
@ATTRIBUTE COL4A2 NUMERIC
@ATTRIBUTE ABLIM1 NUMERIC
@ATTRIBUTE TOLLIP NUMERIC
@ATTRIBUTE CLEC11A NUMERIC
@ATTRIBUTE TGM2 NUMERIC
@ATTRIBUTE TCF4 NUMERIC
@ATTRIBUTE PDE1A NUMERIC
@ATTRIBUTE PITPNA NUMERIC
@ATTRIBUTE PTPN5 NUMERIC
@ATTRIBUTE CCDC96 NUMERIC
@ATTRIBUTE TK2 NUMERIC
@ATTRIBUTE ADCY9 NUMERIC
@ATTRIBUTE XPNPEP1 NUMERIC
@ATTRIBUTE ORMDL3 NUMERIC
@ATTRIBUTE CPSF2 NUMERIC
@ATTRIBUTE GATAD2A NUMERIC
@ATTRIBUTE UHRF1 NUMERIC
@ATTRIBUTE BBS9 NUMERIC
@ATTRIBUTE PAX3 NUMERIC
@ATTRIBUTE NUP50 NUMERIC
@ATTRIBUTE FPR1 NUMERIC
@ATTRIBUTE ALDH3A2 NUMERIC
@ATTRIBUTE PPM1B NUMERIC
@ATTRIBUTE NADK NUMERIC

@DATA
Infected,673.023,674.301,674.778,674.379,674.115,674.297,674.971,674.77,674.596,674.032,674.315,674.822,674.669,674.099,675.241,674.297,674.301,674.368,674.511,674.542,674.301,674.602,674.285,674.607,673.794,675.129,673.023,674.705,0,674.115,674.543,674.843,674.27,0,674.409,674.032,674.457,674.099,674.115,674.49,674.274,674.489,0,674.81,674.71,674.589,674.543,674.908,674.301,0,674.301,674.197,674.859,674.848,674.448,673.023,674.607,674.368,674.469,674.737,674.822,674.556,674.099,674.584,674.958,0,674.567,674.395
Infected,673.215,674.454,674.685,674.45,674.33,674.599,674.858,674.811,674.631,674.428,674.458,674.772,674.638,674.467,675.031,674.599,674.364,674.571,674.632,674.607,674.364,674.634,674.493,674.654,674.242,674.947,673.215,674.578,674.467,674.33,674.608,674.81,674.429,0,674.531,674.428,674.654,674.467,674.33,674.823,674.542,674.607,0,674.773,674.565,674.7,674.608,674.785,674.454,0,674.364,674.403,674.707,674.795,674.467,673.215,674.553,674.571,674.646,674.71,674.772,674.583,674.467,674.563,674.885,0,674.633,674.409
Infected,673.047,674.38,674.712,673.919,0,674.473,674.786,674.741,674.618,674.314,674.345,674.786,674.693,674.441,675.051,674.473,674.212,674.603,674.444,674.587,674.212,674.564,674.181,674.615,673.963,675.011,673.047,674.752,0,674.281,674.534,674.831,674.367,0,673.919,674.314,674.465,674.441,674.281,674.427,674.355,674.485,0,674.798,674.713,674.71,674.553,674.765,674.38,0,674.212,674.145,674.776,674.657189,674.406,673.047,674.536,674.594,674.588,674.735,674.767,674.587,674.441,674.601,674.855,0,674.639,674.419
Infected,673.051,674.206,674.684,673.88,0,673.965,674.978,674.7,674.611,673.831,674.344,674.738,674.68,674.251,675.12,673.965,674.276,674.518,674.593,674.594,674.276,674.545,674.309,674.539,673.959,675.102,673.051,674.754,674.367,674.007,674.594,674.866,674.365,0,673.88,673.831,674.499,674.251,674.007,674.59,674.539,674.592,0,674.734,674.781,674.625,674.594,674.847,674.206,0,674.276,674.127,674.804,674.649,674.461,673.051,674.548,674.518,674.596,674.691,674.738,674.563,674.251,674.446,675.023,0,674.531,674.382
Infected,673.147,674.406,674.669,674.416,0,674.582,674.69,674.74,674.622,674.426,674.414,674.765,674.732,674.319,675.032,674.582,674.286,674.56,674.579,674.582,674.286,674.587,674.264,674.61,674.089,675,673.147,674.682,674.483,674.381,674.6,674.789,674.364,0,674.416,674.426,674.554,674.319,674.381,674.661,674.558,674.492,0,674.711,674.617,674.69,674.6,674.737,674.406,0,674.286,674.311,674.726,674.702,674.557,673.147,674.499,674.56,674.635,674.709,674.765,674.564,674.319,674.577,674.841,0,674.615,674.417
Infected,673.1,674.465,674.78,674.417,0,674.447,674.577,674.85,674.643,674.296,674.384,674.807,674.675,674.196,675.132,674.447,674.273,674.514,674.609,674.611,674.273,674.579,674.321,674.587,674.079,674.981,673.1,674.681,674.463,674.308,674.598,674.911,674.429,0,674.61,674.296,674.556,674.196,674.308,674.733,674.286,674.526,0,674.8,674.711,674.709,674.598,674.824,674.465,0,674.273,674.38,674.804,674.543,674.463,673.1,674.572,674.514,674.629,674.718,674.807,674.581,674.196,674.42,674.993,0,674.594,674.389
Infected,672.907,674.264,674.685,674.013,0,674.518,675.11,675.048,674.636,673.952,673.896,674.767,674.438,673.99,675.631,674.518,674.28,674.657898,674.618,674.565,674.28,674.728,674.37,674.555,674.228,675.25,672.907,674.327,674.161,674.478,674.456,675.028,674.292,0,674.908,674.084,674.483,673.99,674.478,675.102,674.228,674.565,0,674.711,674.78,674.774,674.374,675.294,674.264,0,674.28,674.141,674.949,673.891,674.161,672.907,674.444,674.573,674.599,674.761,674.767,674.45,673.99,674.179,675.179,0,674.819,674.427
Infected,673.057,674.464,674.69,674.43,674.357,674.434,674.606,674.893,674.628,674.315,674.441,674.708,674.576,674.298,674.986,674.434,674.292,674.536,674.606,674.637,674.292,674.584,674.204,674.662,674.062,674.984,673.057,674.671,674.527,674.357,674.614,674.8,674.462,0,674.498,674.315,674.64,674.298,674.357,674.665,674.442,674.637,674.292,674.743,674.616,674.692,674.631,674.786,674.464,0,674.292,674.363,674.648,674.732,674.527,673.057,674.478,674.536,674.564,674.729,674.708,674.586,674.298,674.437,674.916,674.554,674.589,674.438
Infected,673.005,674.404,674.708,674.23,674.038,674.218,674.866,674.952,674.619,673.925,674.154,674.827,674.61,673.929,675.186,674.218,674.272,674.589,674.584,674.583,674.272,674.589,674.254,674.549,674.261,675.061,673.005,674.64,674.39,674.038,674.587,674.692,674.353,0,674.23,673.925,674.583,673.929,674.038,674.705,674.433,674.587,0,674.762,674.588,674.707,674.611,674.838,674.404,0,674.272,674.302,674.844,673.946,674.39,673.005,674.521,674.528,674.54,674.739,674.827,674.517,673.929,674.596,674.967,0,674.562,674.311
Infected,673.081,674.406,674.79,674.131,674.459,674.552,674.743,674.775,674.642,674.451,674.467,674.762,674.688,674.313,674.927,674.552,674.343,674.594,674.568,674.688,674.309,674.591,674.216,674.651,674.095,674.99,673.081,674.735,0,674.459,674.614,674.825,674.523,0,674.131,674.451,674.633,674.313,674.459,674.508,674.562,674.574,0,674.713,674.574,674.671,674.614,674.742,674.59,0,674.343,674.4,674.744,674.772,674.444,673.081,674.534,674.594,674.516,674.659,674.762,674.536,674.313,674.596,674.934,0,674.563,674.503
Infected,673.247,674.48,674.544,673.976,674.272,674.591,674.706,674.757,674.625,674.164,674.575,674.721,674.574,674.124,674.898,674.591,674.223,674.604,674.614,674.557,674.223,674.53,674.189,674.562,674.156,674.674,673.247,674.788,674.48,674.272,674.627,674.414,674.222,0,673.976,674.491,674.594,674.124,674.272,674.398,674.539,674.557,0,674.682,674.432,674.632,674.548,674.688,674.598,0,674.223,674.116,674.651,674.688,674.513,673.247,674.465,674.572,674.446,674.687,674.664,674.571,674.124,674.616,674.785,0,674.556,674.359
Infected,673.215,674.531,674.727,674.038,0,674.551,674.753,674.846,674.66,674.46,674.624,674.548,674.595,674.284,674.801,674.518,674.218,674.62,674.585,674.612,674.218,674.551,674.268,674.452,674.367,674.658067,673.215,674.615,674.508,674.159,674.537,674.478,674.407,0,674.038,674.46,674.67,674.284,674.159,674.523,674.452,674.612,0,674.575,674.405,674.573,674.537,674.73,674.531,0,674.218,674.248,674.739,674.832,674.508,673.215,674.533,674.548,674.526,674.791,674.548,674.57,674.284,674.655,674.754,0,674.518,674.429
Infected,673.158,674.243,674.851,674.408,0,673.754,674.955,674.795,674.579,673.753,674.31,674.814,674.588,674.007,675.142,673.754,674.234,674.265,674.595,674.52,674.234,674.502,674.493,674.47,0,675.146,673.158,674.759,0,673.899,674.567,674.693,674.294,0,674.464,673.753,674.444,674.007,673.899,674.722,0,674.584,0,674.609,674.69,674.622,674.606,674.884,674.243,0,674.234,674.132,674.748,674.917,674.481,673.158,674.561,674.265,674.514,674.697,674.654,674.632,674.007,674.509,674.994,0,674.558,674.373
Infected,673.322,674.337,674.582,673.828,0,674.665,674.623,674.941,674.675,673.623,673.953,674.847,674.459,673.79,675.393,674.271,674.26,674.603,674.313,674.507,674.26,674.774,674.301,674.606,674.071,675.284,673.322,674.451,674.239,674.545,674.376,674.669,674.228,0,673.828,674.394,674.375,673.79,674.562,674.435,674.169,674.507,674.26,674.702,674.911,674.54,674.331,675.076,674.337,0,674.26,673.978,675.126,674.696,674.239,673.322,674.578,674.603,674.403,674.686,674.847,674.457,673.79,674.481,674.938,674.751,674.737,674.238
Infected,673.286,674.391,674.81,0,0,674.094,674.97,674.908,674.588,673.993,674.511,674.834,674.625,674.33,674.97,674.094,0,674.398,674.63,674.529,674.327,674.461,674.41,674.669,0,674.946,0,674.559,674.584,0,674.668,674.242,674.428,0,674.434,673.993,674.497,674.33,673.968,674.833,674.195,674.5,0,674.726,674.611,674.614,674.668,674.768,674.391,0,674.327,674.506,674.835,674.811,674.586,673.286,674.641,674.398,674.461,674.699,674.56,674.675,674.33,0,674.888,0,674.464,674.498
Infected,673.189,674.545,674.887,674.044,674,674.178,674.933,674.5,674.663,674.357,674.52,674.695,674.573,674.052,675.081,674.178,674.167,674.383,674.492,674.288,674.167,674.614,674.38,674.469,0,674.843,673.189,674.714,0,674,674.65,674.664,674.518,0,674.044,674.357,674.143,674.052,674,674.902,0,674.524,0,674.596,674.381,674.54,674.627,674.842,674.545,0,674.167,674.288,674.74,674.756,674.464,673.189,674.404,674.383,674.221,674.843,674.391,674.481,674.052,674.509,674.779,0,674.411,674.744
Infected,673.276,674.468,674.669,674.037,0,674.525,674.598,674.733,674.615,674.271,674.456,674.652,674.508,673.958,675.048,674.525,674.308,674.671,674.433,674.515,674.308,674.644,674.288,674.579,673.879,675.021,673.276,674.655,0,674.759,674.493,674.774,674.331,0,674.037,674.404,674.597,673.958,674.49,674.325,674.579,674.338,0,674.603,674.668,674.624,674.563,674.808,674.598,0,674.308,674.242,674.73,674.791,674.433,673.276,674.635,674.602,674.375,674.515,674.652,674.581,673.958,674.475,674.802,0,674.632,674.444
Infected,673.235,674.343,674.748,674.101,0,674.374,675.175,675.123,674.627,673.803,673.929,674.74,674.546,673.974,675.515,674.261,674.323,674.549,674.467,674.593,674.323,674.669,674.385,674.526,674.286,675.359,673.235,674.334,674.337,674.511,674.462,674.922,674.308,0,674.419,674.075,674.604,673.974,674.511,675.021,674.286,674.593,0,674.738,674.83,674.627,674.462,675.009,674.343,0,674.323,674.296,675.044,673.165,674.337,673.235,674.547,674.549,674.411,674.647,674.733,674.539,673.974,674.335,674.98,0,674.666,674.345
Infected,673.065,674.315,674.737,674.336,674.146,674.039,674.706,674.855,674.604,673.986,674.356,674.908,674.566,674.314,675.095,674.039,674.313,674.309,674.668,674.507,674.313,674.567,674.398,674.574,674.227,674.934,673.065,674.718,0,674.146,674.578,674.613,674.399,0,674.366,673.986,674.507,674.314,674.146,674.768,674.296,674.644,0,674.689,674.622,674.613,674.578,674.859,674.315,0,674.313,674.266,674.833,674.821,674.529,673.065,674.544,674.309,674.513,674.575,674.649,674.616,674.314,674.47,674.834,0,674.504,674.472
Infected,673.185,674.305,674.803,674.479,0,674.434,674.866,674.75,674.595,674.348,674.357,674.608,674.534,674.122,675.036,674.434,674.217,674.635,674.562,674.518,674.217,674.554,674.277,674.505,674.029,674.922,673.185,674.671,0,674.031,674.657977,674.71,674.287,674.273,674.603,674.388,674.462,674.122,674.031,674.74,674.62,674.613,0,674.651,674.652,674.698,674.657977,674.799,674.305,674.273,674.217,674.144,674.757,674.831,674.489,673.185,674.544,674.567,674.545,674.633,674.608,674.592,674.122,674.624,674.907,0,674.503,674.527
Infected,0,674.492,674.72,674.33,0,674.673,674.873,674.681,674.648,674.388,674.439,674.636,674.694,674.069,675.066,674.673,674.308,674.738,674.456,674.565,674.308,674.619,674.335,674.605,0,675,0,674.825,0,674.431,674.579,674.863,674.491,0,674.33,674.575,674.498,674.069,674.431,674.26,674.474,674.5,0,674.782,674.764,674.593,674.612,674.836,674.492,0,674.308,674.373,674.755,674.733,674.452,0,674.64,674.64,674.563,674.657,674.636,674.542,674.069,674.577,674.852,0,674.633,674.521
Infected,673.149,674.404,674.751,674.08,0,674.273,674.799,674.728,674.635,674.136,674.432,674.821,674.669,674.141,675.008,674.273,674.29,674.633,674.584,674.638,674.29,674.571,674.286,674.63,673.897,675.009,673.149,674.763,0,674.224,674.55,674.691,674.413,0,674.08,674.136,674.547,674.141,674.224,674.504,674.537,674.582,0,674.772,674.756,674.621,674.55,674.804,674.404,0,674.29,674.276,674.781,674.763,674.445,673.149,674.657188,674.598,674.593,674.69,674.821,674.609,674.141,674.561,674.917,0,674.571,674.421
Infected,673.227,674.374,674.768,674.338,674.185,674.197,674.903,674.803,674.631,673.988,674.453,674.744,674.662,674.42,675.067,674.197,674.409,674.331,674.669,674.542,674.409,674.608,674.472,674.632,674.13,675.131,673.227,674.63,674.47,674.185,674.631,674.855,674.47,0,674.338,673.988,674.5,674.42,674.185,674.877,674.558,674.62,0,674.785,674.536,674.69,674.631,674.854,674.374,0,674.409,674.353,674.695,674.769,674.47,673.227,674.52,674.331,674.652,674.654,674.744,674.543,674.42,674.564,674.992,0,674.636,674.446
Infected,673.213,674.505,674.629,674.246,674.478,674.655,674.603,674.775,674.61,674.482,674.48,674.77,674.735,674.38,674.909,674.655,674.276,674.671,674.55,674.605,674.276,674.599,674.266,674.607,674.168,674.934,673.213,674.77,674.539,674.478,674.617,674.798,674.496,0,674.246,674.547,674.607,674.38,674.478,674.554,674.537,674.497,0,674.648,674.563,674.702,674.637,674.694,674.505,0,674.276,674.367,674.684,674.641,674.539,673.213,674.549,674.671,674.566,674.687,674.77,674.546,674.38,674.547,674.815,0,674.612,674.473
Infected,673.11,674.358,674.809,674.274,674.018,674.048,675.185,674.886,674.626,673.88,674.243,674.831,674.656,674.144,675.206,674.048,674.366,674.443,674.483,674.569,674.366,674.608,674.504,674.562,673.86,675.264,673.11,674.673,674.388,674.018,674.557,674.752,674.433,0,674.67,673.88,674.561,674.144,674.018,674.569,674.246,674.569,0,674.801,674.724,674.627,674.557,674.992,674.358,0,674.366,674.29,674.904,673.75,674.388,673.11,674.605,674.443,674.65,674.696,674.831,674.525,674.144,674.364,675.058,0,674.55,674.496
Infected,673.102,674.245,674.604,674.389,0,674.175,674.923,674.899,674.62,674.022,674.379,675.037,674.679,674.476,674.94,674.175,674.316,674.394,674.619,674.615,674.316,674.611,674.332,674.54,674.159,675.047,673.102,674.676,674.499,673.993,674.622,674.882,674.408,0,674.509,674.022,674.673,674.476,673.993,674.735,674.33,674.615,0,674.607,674.409,674.718,674.622,674.752,674.245,0,674.316,674.308,674.84,674.006,674.499,673.102,674.417,674.394,674.589,674.618,674.827,674.594,674.476,674.583,674.959,0,674.593,674.332
Infected,673.118,674.435,674.729,674.352,0,674.486,674.67,674.795,674.634,674.326,674.362,674.86,674.66,674.149,675.155,674.486,674.275,674.58,674.53,674.617,674.275,674.596,674.352,674.58,673.864,675.046,673.118,674.65,674.476,674.399,674.59,674.721,674.396,0,674.352,674.326,674.559,674.149,674.399,674.44,674.503,674.529,0,674.795,674.784,674.666,674.59,674.854,674.435,0,674.275,674.458,674.808,674.549,674.476,673.118,674.615,674.556,674.651,674.699,674.86,674.568,674.149,674.525,674.931,0,674.613,674.42
Infected,673.084,674.331,674.672,674.272,674.247,674.386,674.798,674.685,674.498,674.222,674.366,674.855,674.677,674.325,674.989,674.386,674.3,674.65,674.577,674.583,674.3,674.577,674.237,674.664,673.956,675.068,673.084,674.737,674.46,674.247,674.601,674.677,674.253,0,674.272,674.222,674.571,674.325,674.247,674.616,674.302,674.583,0,674.776,674.734,674.682,674.612,674.776,674.331,0,674.3,674.149,674.779,674.442,674.472,673.084,674.597,674.604,674.637,674.635,674.855,674.55,674.325,674.6,674.922,0,674.582,674.342
Infected,672.995,674.471,674.722,674.415,0,674.439,674.649,674.906,674.626,674.26,674.419,674.8,674.487,674.237,675.022,674.439,674.314,674.456,674.577,674.607,674.314,674.603,674.25,674.586,674.016,675.01,672.995,674.685,674.471,674.365,674.597,674.884,674.442,674.766,674.693,674.26,674.67,674.237,674.365,674.854,674.687,674.607,0,674.76,674.624,674.672,674.625,674.83,674.492,674.487,674.314,674.385,674.693,674.735,674.499,672.995,674.51,674.456,674.528,674.657421,674.776,674.594,674.237,674.457,674.934,0,674.606,674.447
Infected,673.246,674.348,674.739,674.068,674.472,674.597,674.732,674.818,674.643,674.362,674.381,674.683,674.675,674.222,674.996,674.597,674.272,674.555,674.515,674.568,674.272,674.598,674.255,674.661,674.005,674.971,673.246,674.676,674.322,674.472,674.588,674.719,674.456,0,674.068,674.47,674.568,674.222,674.472,674.295,674.21,674.65,0,674.775,674.674,674.694,674.493,674.734,674.568,0,674.272,674.308,674.769,673.839,674.322,673.246,674.619,674.555,674.595,674.711,674.683,674.578,674.222,674.52,674.898,0,674.678,674.405
Infected,673.286,674.473,674.782,674.553,0,674.325,674.942,674.868,674.647,674.049,674.231,674.717,674.573,674.065,675.138,674.325,674.293,674.529,674.595,674.584,674.293,674.588,674.42,674.595,674.175,675.061,673.286,674.512,0,674.117,674.568,674.774,674.311,0,674.694,674.049,674.608,674.065,674.117,674.748,674.452,674.584,0,674.676,674.63,674.682,674.568,674.863,674.473,0,674.293,674.086,674.872,674.508,674.432,673.286,674.585,674.529,674.566,674.727,674.668,674.581,674.065,674.536,674.929,0,674.567,674.522
Infected,673.126,674.372,674.793,674.301,0,673.836,674.87,674.804,674.53,673.627,674.315,674.85,674.576,674.066,675.152,673.836,674.293,674.39,674.566,674.588,674.293,674.529,674.354,674.577,674.095,675.066,673.126,674.723,0,674.047,674.559,674.857,674.392,0,674.301,673.627,674.485,674.066,674.047,674.766,674.39,674.604,0,674.828,674.685,674.737,674.559,674.92,674.372,0,674.293,674.171,674.899,674.639,674.458,673.126,674.575,674.39,674.56,674.704,674.69,674.509,674.066,674.542,674.973,0,674.533,674.505
Infected,673.125,674.368,674.73,674.34,0,674.406,675.015,674.832,674.584,674.252,674.306,674.908,674.56,674.269,675.137,674.406,674.186,674.639,674.649,674.523,674.186,674.569,674.284,674.504,674.334,674.887,673.125,674.617,0,674.437,674.606,674.706,674.311,0,674.744,674.252,674.609,674.269,674.437,675.019,674.363,674.523,0,674.655,674.373,674.733,674.599,674.715,674.368,0,674.186,674.13,674.76,674.649,674.565,673.125,674.394,674.639,674.492,674.674,674.635,674.44,674.269,674.42,674.889,0,674.559,674.325
Infected,673.373,674.506,674.978,674.159,0,674.714,674.771,674.844,674.715,674.227,673.546,674.617,674.595,674.065,675.188,674.45,674.289,675.001,674.445,674.528,674.286,674.622,674.416,674.515,674.048,674.954,673.373,674.637,674.387,674.629,674.435,674.931,674.499,0,674.159,674.533,674.351,674.065,674.629,674.79,674.407,674.578,0,674.742,674.773,674.697,674.538,674.886,674.506,0,674.289,674.347,674.934,674.933,674.387,673.373,674.588,674.722,674.584,674.626,674.617,674.457,674.065,674.443,674.918,0,674.678,674.604
Infected,673.402,674.334,674.756,674.191,0,674.505,674.915,675.245,674.701,673.69,673.962,674.705,674.133,674.062,675.658,674.181,674.303,674.661,674.466,674.614,674.303,674.706,674.419,674.497,674.238,675.172,673.402,674.298,0,674.626,674.352,0,674.373,0,674.428,674.013,674.574,674.062,674.676,674.698,674.238,674.417,0,674.598,674.919,674.822,674.268,675.168,674.334,0,674.303,674.064,675.04,673.812,674.424,673.402,674.598,674.591,674.515,674.914,674.705,674.516,674.062,674.268,675.05,0,674.835,674.407
Infected,673.226,674.413,674.72,674.084,0,674.562,674.909,675.185,674.687,674.058,673.927,674.878,674.438,674.317,675.424,674.053,674.269,674.558,674.603,674.565,674.269,674.684,674.472,674.474,674.484,675.188,673.226,674.352,674.346,674.456,674.456,674.979,674.322,0,674.895,674.279,674.631,674.317,674.456,675.165,674.672,674.565,0,674.659,674.805,674.712,674.435,674.967,674.413,0,674.269,674.228,674.985,673.621,674.346,673.226,674.535,674.558,674.494,674.722,674.829,674.601,674.317,674.307,674.966,0,674.741,674.392
Infected,673.142,674.451,674.73,674.312,0,674.192,674.754,674.786,674.616,674.156,674.474,674.858,674.701,674.27,674.925,674.192,674.282,674.534,674.615,674.592,674.282,674.558,674.355,674.642,674.076,674.958,673.142,674.714,674.517,674.215,674.646,674.651,674.467,0,674.312,674.156,674.585,674.27,674.215,674.689,674.647,674.597,0,674.716,674.685,674.69,674.646,674.793,674.451,0,674.282,674.39,674.739,674.7,674.543,673.142,674.6,674.534,674.59,674.69,674.813,674.559,674.27,674.574,674.95,0,674.553,674.476
Infected,673.104,674.439,674.781,674.485,674.077,674.151,675.056,674.826,674.628,673.944,674.441,674.84,674.717,674.48,675.151,674.151,674.348,674.359,674.656,674.553,674.348,674.576,674.469,674.639,674.146,675.01,673.104,674.613,0,674.077,674.587,674.781,674.308,0,674.621,673.944,674.495,674.48,674.077,675.069,674.591,674.558,0,674.799,674.555,674.715,674.587,674.864,674.439,0,674.348,674.35,674.758,674.84,674.498,673.104,674.497,674.359,674.655,674.751,674.755,674.514,674.48,674.557,675.027,0,674.631,674.45
Infected,673.08,674.357,674.765,674.3,674.315,674.143,675.095,674.841,674.618,674.034,674.31,674.615,674.689,673.998,675.198,674.143,674.319,674.512,674.622,674.55,674.319,674.642,674.427,674.661,674.043,675.11,673.08,674.656,0,674.315,674.549,674.793,674.442,0,674.511,674.034,674.513,673.998,674.315,674.698,674.345,674.55,0,674.848,674.657,674.719,674.598,674.905,674.357,0,674.319,674.196,674.744,674.719,674.481,673.08,674.527,674.512,674.604,674.707,674.615,674.522,673.998,674.531,674.98,0,674.594,674.399
Infected,673.323,674.428,674.75,674.426,674.164,674.275,674.854,674.794,674.629,674.175,674.49,674.729,674.731,674.157,675.025,674.275,674.329,674.502,674.599,674.525,674.329,674.592,674.463,674.618,674.136,674.936,673.323,674.683,674.608,674.164,674.624,674.728,674.433,0,674.547,674.175,674.525,674.157,674.164,674.71,674.56,674.526,674.329,674.743,674.625,674.709,674.624,674.793,674.428,0,674.329,674.379,674.698,674.739,674.599,673.323,674.595,674.502,674.699,674.598,674.729,674.55,674.157,674.568,674.943,674.555,674.547,674.467
Infected,673.219,674.428,674.701,674.424,0,674.118,674.89,674.734,674.619,673.93,674.457,674.857,674.694,674.244,675.015,674.118,674.303,674.634,674.6,674.576,674.303,674.606,674.367,674.596,673.978,675.017,673.219,674.763,674.485,674.059,674.605,674.83,674.34,0,674.424,673.93,674.507,674.244,674.059,674.629,674.547,674.646,0,674.793,674.683,674.727,674.642,674.868,674.428,0,674.303,674.194,674.678,674.723,674.51,673.219,674.57,674.59,674.701,674.682,674.78,674.569,674.244,674.631,674.928,0,674.59,674.419
Control,673.983,674.554,0,673.903,674.821,674.57,673.994,673.952,676.23,674.485,671.736,674.143,673.952,674.443,673.591,674.397,674.907,673.769,674.563,674.397,674.275,674.485,673.974,674.754,673.003,674.501,674.041,674.398,658.034,674.528,673.289,674.208,674.366,673.974,674.518,674.808,674.532,674.031,674.512,673.827,674.235,674.275,674.351,674.039,674.791,0,674.821,673.331,674.407,674.274,671.736,673.668,674.424,675.815,674.846,674.397,672.789,674.651,674.971,674.275,673.668,674.318,674.522,674.683,674.62,674.08,672.789,674.808
Control,674.371,674.735,0,673.954,0,674.422,673.319,675.083,674.825,674.476,674.159,673.86,674.538,674.514,674.42,674.812,670.639,674.999,674.603,674.812,0,676.646,673.514,674.868,673.349,674.993,674.706,674.868,673.887,674.034,0,674.459,673.774,673.514,674.362,675.44,674.553,673.094,674.41,674.801,674.932,0,674.257,674.362,0,672.779,674.217,673.352,674.327,674.092,675.102,674.191,674.595,673.954,674.802,674.812,0,674.591,674.202,0,674.866,675.012,674.786,674.422,674.682,674.603,0,675.44
Infected,674.129,674.981,674.452,674.865,673.972,674.129,674.26,675.018,675.22,674.129,674.729,674.268,674.441,674.898,674.212,674.117,675.711,678.132,674.509,674.147,673.874,674.129,674.551,674.248,673.261,674.088,674.441,674.117,674.547,657.439,674.437,674.081,673.261,674.365,674.588,674.625,674.36,674.118,674.625,675.151,674.648,673.874,674.588,674.445,674.914,0,674.443,673.942,674.396,670.879,675.018,674.483,674.195,674.32,675.393,674.566,674.245,674.622,675.132,673.874,674.483,675.452,674.757,674.129,674.093,674.487,674.245,674.625
Infected,672.885,673.263,674.831,674.446,674.91,673.938,673.963,674.905,676.024,674.409,673.257,674.376,673.702,675.283,674.237,674.618,673.823,672.148,0,674.865,675.204,674.615,674.443,674.796,673.464,674.634,674.394,674.126,675.319,676.904,673.984,673.948,673.464,674.383,674.355,674.849,674.504,674.319,674.154,674.341,674.457,674.154,673.984,674.355,675.018,672.733,674.91,674.315,674.268,673.596,674.439,674.135,674.277,676.028,674.985,674.349,673.015,674.376,675.22,673.702,674.463,674.135,674.222,673.938,674.225,674.272,672.885,674.849
Control,656.548,661.207,660.36,659.849,658.052,660.796,657.108,662.934,660.409,660.36,660.658,661.741,662.829,663.002,659.339,660.311,657.087,656.757,660.987,662.398,655.967,656.187,660.36,661.003,659.575,663.134,657.49,661.866,660.466,656.548,657.059,660.104,660.36,660.311,661.066,659.341,657.644,660.228,660.409,656.164,659.789,656.187,656.187,656.187,662.513,663.573,661.207,658.773,661.233,656.908,657.841,656.548,662.706,663.897,659.08,659.789,659.341,664.131,662.648,657.822,658.773,661.866,656.633,660.035,658.648,660.698,656.557,658.773
