% Title: HIV, All Species Singlenet
% Creator: Neena Parikh
%
@RELATION infection

@ATTRIBUTE class {Control,Infected}
@ATTRIBUTE RASD2 NUMERIC
@ATTRIBUTE S1PR3 NUMERIC
@ATTRIBUTE B2M NUMERIC
@ATTRIBUTE KCNIP2 NUMERIC
@ATTRIBUTE SERINC2 NUMERIC
@ATTRIBUTE GRB2 NUMERIC
@ATTRIBUTE TRIM47 NUMERIC
@ATTRIBUTE TMEM176B NUMERIC
@ATTRIBUTE CP NUMERIC
@ATTRIBUTE CKLF NUMERIC
@ATTRIBUTE DDAH1 NUMERIC
@ATTRIBUTE DAK NUMERIC
@ATTRIBUTE RNF181 NUMERIC
@ATTRIBUTE SSTR1 NUMERIC
@ATTRIBUTE CPPED1 NUMERIC
@ATTRIBUTE CD53 NUMERIC
@ATTRIBUTE MACF1 NUMERIC
@ATTRIBUTE PLD4 NUMERIC
@ATTRIBUTE FGFRL1 NUMERIC
@ATTRIBUTE TMED4 NUMERIC
@ATTRIBUTE SPATA5 NUMERIC
@ATTRIBUTE GUSB NUMERIC
@ATTRIBUTE CDC23 NUMERIC
@ATTRIBUTE RBMS2 NUMERIC
@ATTRIBUTE PRSS23 NUMERIC
@ATTRIBUTE TNKS2 NUMERIC
@ATTRIBUTE FOXO1 NUMERIC
@ATTRIBUTE ARHGAP1 NUMERIC
@ATTRIBUTE ATP2B3 NUMERIC
@ATTRIBUTE ARHGAP23 NUMERIC
@ATTRIBUTE STK40 NUMERIC
@ATTRIBUTE TXNL1 NUMERIC
@ATTRIBUTE FOXC2 NUMERIC
@ATTRIBUTE TLE4 NUMERIC
@ATTRIBUTE ANKRD28 NUMERIC
@ATTRIBUTE FAHD1 NUMERIC
@ATTRIBUTE S100A10 NUMERIC
@ATTRIBUTE MRPL52 NUMERIC
@ATTRIBUTE RALGPS2 NUMERIC
@ATTRIBUTE HDDC3 NUMERIC
@ATTRIBUTE SLC40A1 NUMERIC
@ATTRIBUTE AGAP3 NUMERIC
@ATTRIBUTE PARP14 NUMERIC
@ATTRIBUTE EZH1 NUMERIC
@ATTRIBUTE ABI2 NUMERIC
@ATTRIBUTE COL11A1 NUMERIC
@ATTRIBUTE DCAF6 NUMERIC
@ATTRIBUTE SPATA6 NUMERIC
@ATTRIBUTE ESD NUMERIC
@ATTRIBUTE KTELC1 NUMERIC
@ATTRIBUTE ARMC10 NUMERIC
@ATTRIBUTE MAGI3 NUMERIC
@ATTRIBUTE NOP58 NUMERIC
@ATTRIBUTE RBM24 NUMERIC
@ATTRIBUTE CHCHD4 NUMERIC
@ATTRIBUTE SETBP1 NUMERIC
@ATTRIBUTE SYNJ2BP NUMERIC
@ATTRIBUTE TMEM150C NUMERIC
@ATTRIBUTE CDH23 NUMERIC
@ATTRIBUTE PRDM15 NUMERIC
@ATTRIBUTE FAM103A1 NUMERIC
@ATTRIBUTE RPS5 NUMERIC
@ATTRIBUTE MRS2 NUMERIC
@ATTRIBUTE MEX3C NUMERIC
@ATTRIBUTE EEF2 NUMERIC
@ATTRIBUTE DLG1 NUMERIC
@ATTRIBUTE CCDC126 NUMERIC
@ATTRIBUTE NRBF2 NUMERIC
@ATTRIBUTE ZNF503 NUMERIC
@ATTRIBUTE MSL1 NUMERIC
@ATTRIBUTE DTX3L NUMERIC
@ATTRIBUTE ATG10 NUMERIC
@ATTRIBUTE USP38 NUMERIC
@ATTRIBUTE CDCA7 NUMERIC
@ATTRIBUTE SFXN4 NUMERIC
@ATTRIBUTE KY NUMERIC
@ATTRIBUTE GALM NUMERIC
@ATTRIBUTE AZI2 NUMERIC
@ATTRIBUTE ADCY5 NUMERIC
@ATTRIBUTE FAM129B NUMERIC
@ATTRIBUTE PAN3 NUMERIC
@ATTRIBUTE RAB10 NUMERIC
@ATTRIBUTE ZBTB43 NUMERIC
@ATTRIBUTE RPS27A NUMERIC
@ATTRIBUTE ABHD13 NUMERIC
@ATTRIBUTE ZFP36L2 NUMERIC
@ATTRIBUTE SHANK2 NUMERIC
@ATTRIBUTE RNF207 NUMERIC
@ATTRIBUTE PCM1 NUMERIC
@ATTRIBUTE NPHP1 NUMERIC
@ATTRIBUTE ANKRD17 NUMERIC
@ATTRIBUTE THRB NUMERIC
@ATTRIBUTE COL27A1 NUMERIC
@ATTRIBUTE AP1M1 NUMERIC
@ATTRIBUTE DOCK1 NUMERIC
@ATTRIBUTE NOL6 NUMERIC
@ATTRIBUTE LTBR NUMERIC
@ATTRIBUTE CXCL16 NUMERIC
@ATTRIBUTE ENSA NUMERIC
@ATTRIBUTE AMN1 NUMERIC
@ATTRIBUTE CCNY NUMERIC
@ATTRIBUTE GABRG1 NUMERIC
@ATTRIBUTE PRKAR2A NUMERIC
@ATTRIBUTE FAM116A NUMERIC
@ATTRIBUTE ANKRD37 NUMERIC
@ATTRIBUTE ID4 NUMERIC
@ATTRIBUTE CASP3 NUMERIC
@ATTRIBUTE TPM3 NUMERIC
@ATTRIBUTE PRIC285 NUMERIC
@ATTRIBUTE ANGPT2 NUMERIC
@ATTRIBUTE USP9X NUMERIC
@ATTRIBUTE GPC3 NUMERIC
@ATTRIBUTE AS3MT NUMERIC
@ATTRIBUTE RBM39 NUMERIC
@ATTRIBUTE SUDS3 NUMERIC
@ATTRIBUTE RAPH1 NUMERIC
@ATTRIBUTE PROM2 NUMERIC
@ATTRIBUTE PXK NUMERIC
@ATTRIBUTE MPZL2 NUMERIC
@ATTRIBUTE REV3L NUMERIC
@ATTRIBUTE RGS5 NUMERIC
@ATTRIBUTE NSD1 NUMERIC
@ATTRIBUTE CSNK1A1 NUMERIC
@ATTRIBUTE TACR1 NUMERIC
@ATTRIBUTE A1BG NUMERIC
@ATTRIBUTE PURB NUMERIC
@ATTRIBUTE IGFBPL1 NUMERIC
@ATTRIBUTE LRTOMT NUMERIC
@ATTRIBUTE CREBZF NUMERIC
@ATTRIBUTE TNRC6A NUMERIC
@ATTRIBUTE AFF4 NUMERIC
@ATTRIBUTE CREBBP NUMERIC
@ATTRIBUTE EGR4 NUMERIC
@ATTRIBUTE CADM1 NUMERIC
@ATTRIBUTE RPL22 NUMERIC
@ATTRIBUTE CAMK2D NUMERIC
@ATTRIBUTE WIPF3 NUMERIC
@ATTRIBUTE OAF NUMERIC
@ATTRIBUTE SAMD4B NUMERIC
@ATTRIBUTE ZMIZ1 NUMERIC
@ATTRIBUTE ARHGEF7 NUMERIC
@ATTRIBUTE DAZAP2 NUMERIC
@ATTRIBUTE PNPO NUMERIC
@ATTRIBUTE SLC44A1 NUMERIC
@ATTRIBUTE MRPL51 NUMERIC
@ATTRIBUTE FXN NUMERIC
@ATTRIBUTE HDAC2 NUMERIC
@ATTRIBUTE MLLT10 NUMERIC
@ATTRIBUTE DNAJC5 NUMERIC
@ATTRIBUTE MMAA NUMERIC
@ATTRIBUTE HNRNPU NUMERIC
@ATTRIBUTE USP28 NUMERIC
@ATTRIBUTE NUP153 NUMERIC
@ATTRIBUTE ANAPC5 NUMERIC
@ATTRIBUTE CALCRL NUMERIC
@ATTRIBUTE LIMCH1 NUMERIC
@ATTRIBUTE FOXO3 NUMERIC
@ATTRIBUTE SCRT1 NUMERIC
@ATTRIBUTE GJB6 NUMERIC
@ATTRIBUTE PRKAA1 NUMERIC
@ATTRIBUTE MECOM NUMERIC
@ATTRIBUTE TRAF4 NUMERIC
@ATTRIBUTE SFRS18 NUMERIC
@ATTRIBUTE CSNK1G3 NUMERIC
@ATTRIBUTE TEAD2 NUMERIC
@ATTRIBUTE RPL37 NUMERIC
@ATTRIBUTE SPDYA NUMERIC
@ATTRIBUTE FOLR2 NUMERIC
@ATTRIBUTE SIX5 NUMERIC
@ATTRIBUTE EIF4E2 NUMERIC
@ATTRIBUTE ARL8A NUMERIC
@ATTRIBUTE PLBD2 NUMERIC
@ATTRIBUTE SEC63 NUMERIC
@ATTRIBUTE KRT19 NUMERIC
@ATTRIBUTE GATAD2A NUMERIC
@ATTRIBUTE PIGU NUMERIC

@DATA
Control,64.0355,380.6645,347.6115,1.6295,121.5305,311.2085,100.3215,33.9495,636.6805,3.4905,392.7755,18.1395,1653.6965,9.2625,220.0725,636.6805,21.5295,168.6455,8.0625,265.6575,89.7955,9.3475,320.9895,6.8705,5.2435,431.4655,248.8935,11.7915,967.8335,1319.4385,209.5265,676.8955,38.3015,13.8245,333.5675,6.3405,1150.3535,11.9055,39.0695,20.6865,297.1275,596.4515,8.3865,13.7385,54.6275,473.2355,1150.3535,23.8785,25.2755,22.3735,108.8295,100.3215,25.9685,366.7315,13.8305,14.0265,185.9305,1319.4385,10.0605,22.6025,3.4905,24.5595,26.1025,48.1495,25.7485,20.8535,209.1505,23.9315,265.6575,976.6355,358.1135,176.4545,456.0335,180.7245,5.6055,12.1965,1150.3535,280.2085,58.5905,5.6215,100.3215,21.1145,15.2515,625.7355,265.6575,654.3785,23.9015,596.4515,499.6105,48.1495,269.1305,19.8855,366.7315,23.7275,23.9025,16.5875,347.6115,1536.8795,16.7895,1150.3535,184.6945,404.2755,211.0245,10.9425,220.7715,364.1125,45.6525,209.5265,25.9915,982.6555,261.5875,30.7025,60.1015,248.8935,380.6645,180.7245,16.3765,3.1305,366.7315,102.0095,5.1965,24.1795,1653.6965,9.7705,27.2235,208.2815,27.2685,473.2355,15.4555,5.6215,261.5875,297.1275,1319.4385,22.0615,4.9535,749.5925,333.4835,23.8705,1150.3535,6.9415,37.0865,485.0925,32.4775,54.3955,473.2355,196.0685,154.9625,9.0415,23.9015,38.3015,4.9535,160.4745,170.5675,3.4905,423.2465,749.5925,596.4515,1.7175,24.8945,47.3555,6.4985,507.9135,6.2465,456.0335,24.4435,39.0695,26.0905,17.9515,103.1125,1115.3145,118.6925,115.8895,363.9225,3.1835,44.0305,0.130499999999998
Control,74.5735,200.6745,198.7665,7.5775,137.9705,296.7725,312.1015,19.9285,901.7575,43.6345,393.3295,18.9635,1546.9645,1.7485,467.2335,901.7575,20.3075,336.4935,4.6955,149.8885,111.5365,20.7555,395.1925,17.8925,14.4835,430.7495,375.9485,21.1405,999.4075,846.3725,124.1375,416.0075,59.2895,17.5565,662.4055,9.9895,622.8835,7.2425,124.5095,18.7805,254.7565,945.9095,24.7245,1.7685,40.9495,692.9235,622.8835,20.2535,26.9115,26.2655,232.9565,312.1015,26.6345,383.3505,31.8935,9.4625,230.9125,846.3725,10.1055,19.1585,2.5905,23.2465,170.6365,87.7125,19.7905,34.9545,150.3985,16.6045,112.3505,1286.2845,2.4125,124.0075,461.1385,224.1965,7.4895,45.7865,622.8835,404.9285,68.0245,2.6645,312.1015,13.1125,81.2255,586.2395,112.3505,434.0405,11.2595,945.9095,431.0215,87.7125,309.1135,36.6765,383.3505,13.1385,16.9805,13.6585,129.3485,1656.0495,14.8205,622.8835,204.1895,534.2545,427.1995,22.3155,141.3585,310.4405,77.4295,124.1375,25.8795,901.0855,350.1925,3.6715,42.0905,375.9485,212.6385,224.1965,24.6685,4.5225,383.3505,146.0765,8.5415,2.0325,1546.9645,26.0705,27.3815,100.1915,27.2185,692.9235,25.3965,2.6645,145.1815,254.7565,846.3725,16.6045,4.5055,793.1145,226.8665,16.4635,622.8835,39.4355,39.4355,484.7395,7.9005,50.5305,692.9235,703.0825,141.5045,62.2245,11.2595,59.2895,4.5055,191.5735,70.6335,2.5905,255.7115,793.1145,945.9095,0.117500000000003,16.2045,4.6085,3.8875,338.8985,12.0975,461.1385,24.6415,124.5095,35.0325,23.1185,67.4395,623.1115,61.8685,59.2895,600.5015,6.6245,15.2915,31.4705
Control,9.03149999999999,223.6575,249.9345,19.1825,72.3785,311.6015,145.7325,35.4195,914.9725,17.4565,360.2255,19.7455,1747.9865,1.2095,144.4095,914.9725,18.6135,576.6265,3.4035,218.3275,81.5315,30.1945,291.7415,18.2405,14.1515,457.4135,139.6895,9.97949999999999,839.4565,756.1025,193.1585,269.9785,78.8235,43.2965,924.1775,14.4825,586.8655,9.2145,58.6935,15.9035,313.6015,866.1525,1.2095,0.771499999999996,22.3675,423.4055,586.8655,18.0265,25.7595,24.9825,184.4475,145.7325,25.2845,244.1045,27.8185,5.2275,196.5225,756.1025,8.7775,16.1085,17.4565,24.3805,24.8305,78.5635,24.5565,151.0625,160.3765,26.7035,201.4555,1347.2175,13.9805,249.7615,493.3845,122.9215,3.7095,34.6885,586.8655,753.6355,62.8445,23.0835,145.7325,1.5485,59.9115,454.0175,201.4555,462.6795,20.6295,866.1525,314.2925,36.7015,211.4585,9.29949999999999,244.1045,15.9835,6.5635,3.7645,168.1805,3144.4055,19.9175,586.8655,274.6415,305.4945,285.0735,24.3405,159.0695,195.2485,35.1245,193.1585,26.1565,704.3815,244.2895,5.3945,54.0625,139.6895,223.6575,122.9215,18.3635,2.3415,244.1045,86.2025,13.4005,19.9445,1747.9865,33.3605,27.3045,95.0295,26.4875,423.4055,48.0485,23.0835,244.2895,313.6015,756.1025,17.6435,2.6875,516.6435,239.4945,11.3665,586.8655,50.2915,75.0065,438.4125,22.4325,103.4575,423.4055,549.6045,57.9125,192.8245,24.0925,78.8235,2.6875,206.7235,216.9675,17.4565,213.4345,516.6435,866.1525,17.0565,24.5875,19.4365,12.3095,567.0845,4.8445,493.3845,25.7955,58.6935,44.7185,8.6715,109.1565,606.0115,525.9955,87.5815,502.4675,13.8455,95.9825,3.9605
Control,43.6435,262.7595,283.5535,19.2515,83.3215,259.9185,134.1315,43.5215,723.5115,52.6005,183.1495,17.7725,1314.8685,3.0625,116.9515,723.5115,19.2255,183.2165,18.5385,209.3475,109.9055,22.9785,335.6305,15.3745,13.2625,443.8675,109.0435,2.1785,800.5295,979.4855,174.6615,542.9055,72.1745,32.7375,549.1295,15.7465,790.7535,0.721500000000002,67.0405,13.5725,308.2415,953.7685,9.7695,1.0035,32.3915,374.3695,790.7535,24.9005,25.3665,27.2065,185.7935,134.1315,26.1525,259.8445,32.4135,9.1765,188.3525,979.4855,18.4365,8.1265,52.6005,18.7725,20.5975,84.7275,24.7145,78.4505,182.3495,21.6025,206.0815,1359.6825,504.1985,309.5965,675.1505,71.3845,2.0885,26.5265,790.7535,766.6615,68.8115,14.7825,134.1315,17.0415,88.3255,463.5565,206.0815,414.1515,9.2305,953.7685,372.1735,27.1945,262.9695,9.1945,259.8445,23.5985,17.1775,24.7165,254.7785,1892.1195,0.733499999999999,790.7535,226.3135,230.1745,375.4145,14.5975,200.6415,170.5325,17.3215,229.9495,26.7665,723.4485,156.7095,14.5965,72.9015,109.0435,262.7595,83.4465,14.5965,0.464499999999997,259.8445,54.6045,15.9175,24.2715,1314.8685,24.1455,27.0945,128.1505,25.8845,374.3695,50.4115,14.7825,156.7095,308.2415,979.4855,19.3735,7.7185,495.0905,251.9435,14.2565,790.7535,47.0635,52.6005,454.6105,3.1875,84.7835,374.3695,178.1215,126.1225,98.7815,9.2305,72.1745,7.7185,274.9815,293.8345,52.6005,295.6775,495.0905,953.7685,15.9295,23.5295,32.2545,17.2005,484.8495,22.2415,675.1505,23.7385,67.0405,27.8505,20.1125,119.6675,662.3105,353.6535,72.1745,512.9375,16.9215,64.6495,9.3975
Control,28.4445,194.5255,169.9185,3.7575,91.5805,325.2135,238.7885,39.4885,717.1775,51.4015,416.6025,11.5885,1802.1235,5.6855,354.3935,717.1775,23.1425,445.7105,7.6745,327.3775,90.3705,19.6355,365.4255,11.6695,21.9195,426.2425,279.9965,15.6955,874.3065,813.9505,111.2605,641.4275,39.1355,31.1885,517.1865,5.5725,710.4125,6.5785,120.5395,18.9815,420.0575,893.3135,11.8955,4.1065,40.1265,800.6435,710.4125,19.0535,26.8595,25.6165,241.2775,238.7885,26.4275,407.8365,33.6065,9.0045,225.8925,813.9505,6.8595,25.3015,49.2685,16.5345,76.7855,74.9215,17.7255,38.3085,207.6345,26.5045,137.5365,1033.4505,23.6395,173.7225,403.5255,99.2405,14.8905,55.2775,710.4125,370.6205,89.3735,8.3715,238.7885,12.4025,90.2905,566.9505,137.5365,481.5665,6.5525,893.3135,605.7885,54.8125,328.2485,20.2755,407.8365,19.3635,1.6715,12.9795,122.8445,1390.1985,15.2925,710.4125,204.8425,525.7225,440.2605,21.4015,144.3865,453.0415,64.8915,133.7725,25.8125,776.4415,243.0075,13.1385,50.4435,279.9965,194.5255,99.2405,15.3555,12.1265,407.8365,103.0115,0.160499999999999,10.5715,1802.1235,49.3865,27.0795,120.4285,26.1045,800.6435,35.6535,8.3715,153.6515,420.0575,813.9505,20.7835,2.2795,669.4565,227.4585,8.2305,710.4125,22.1395,49.2685,483.3315,20.1235,81.8265,800.6435,752.5635,101.7085,102.1405,6.5525,39.1355,2.2795,187.9995,142.1225,49.2685,221.5055,669.4565,893.3135,8.9255,23.6725,11.3725,0.578499999999998,490.2655,9.6795,403.5255,25.1575,120.5395,30.0445,17.7935,75.8765,556.1515,51.6235,80.3785,754.0785,5.99149999999999,30.7955,14.0775
Control,8.6705,442.0375,219.0425,5.8755,143.6435,392.1165,355.9465,41.4005,1133.5375,8.1455,361.9745,25.3055,1701.3705,9.1215,245.5565,1133.5375,21.4235,468.7985,5.2855,341.6255,154.1455,14.9975,457.8245,18.9245,0.212500000000002,498.1125,318.2785,8.1935,991.8485,1006.8775,392.1165,201.5265,60.3795,58.8075,648.5795,15.2345,1141.6365,22.6035,72.3195,21.9425,261.5375,976.3345,27.1145,1.6165,54.9895,675.8555,1141.6365,17.4335,27.2045,26.2105,158.3165,355.9465,26.7195,571.0915,12.4815,24.9885,201.4525,1006.8775,7.3765,18.4915,8.1455,26.1735,25.5355,65.5085,26.0685,54.0455,137.5015,24.0085,145.8015,911.3225,14.1865,110.9295,394.9825,133.2885,13.6525,65.3045,1141.6365,582.2115,97.7815,6.3785,355.9465,10.8215,39.6635,404.8005,116.7375,622.4965,12.5975,976.3345,482.7305,65.5085,290.1225,19.5885,571.0915,11.9015,5.7745,7.4175,219.0425,2564.7655,24.3945,1141.6365,225.7075,468.8345,206.8625,23.2245,237.6885,439.3385,69.8715,392.1165,26.7385,857.7785,339.1005,5.5665,33.0215,318.2785,442.0375,133.2885,26.3815,11.9275,571.0915,78.8315,12.9205,22.8705,1701.3705,21.4355,27.4205,145.8015,21.3305,675.8555,23.9795,6.3785,249.4355,261.5375,1006.8775,22.3375,0.116499999999998,787.4235,236.9675,19.6705,1141.6365,42.1185,134.9455,611.2565,1.1825,92.6995,675.8555,976.3345,30.6025,44.7105,12.5975,60.3795,0.116499999999998,180.4805,273.6295,8.1455,223.5505,787.4235,773.0935,13.6255,24.3305,39.5765,14.8655,341.9915,17.4015,394.9825,26.4315,72.3195,25.5705,25.9725,102.2965,996.4995,225.3005,97.0295,684.2955,5.6255,31.0285,0.344500000000004
Control,49.3975,230.3135,265.2225,18.7155,57.7295,240.3195,87.1715,64.2495,739.9565,79.0155,204.7725,25.9475,1329.2325,2.7485,133.8715,739.9565,17.1795,146.9145,12.2485,235.8885,115.1135,51.9195,301.1985,2.3775,22.8505,333.7745,103.8045,4.5455,823.0075,992.1145,152.7825,539.1875,73.0145,37.4585,612.7305,1.4335,955.6475,11.2665,98.3265,5.7735,335.0245,881.0905,25.4275,21.6355,9.5735,509.1785,955.6475,21.3255,25.4635,24.8685,276.6275,87.1715,14.2225,223.2685,35.1755,22.4475,178.9175,992.1145,3.4665,19.6295,79.0155,22.1575,21.7825,97.1905,16.4345,118.9005,293.2045,9.5515,198.8275,1455.3925,314.3285,253.4035,716.7165,42.6535,5.16549999999999,23.7355,955.6475,612.5845,82.4565,23.6645,87.1715,3.3605,47.1795,424.3075,198.8275,432.9715,20.4255,881.0905,366.4205,18.0905,223.3305,10.3595,223.2685,21.6735,20.4545,23.2305,193.4825,1686.4395,6.8635,955.6475,221.4345,238.4635,321.4315,20.7885,217.8635,180.5355,20.5585,157.9845,26.6645,746.9335,137.9685,31.0955,58.9685,103.8045,230.3135,93.6705,19.9515,13.6435,223.2685,55.5495,1.0995,21.4575,1329.2325,49.1195,26.8655,122.5335,25.0605,509.1785,40.1705,23.6645,137.9685,335.0245,992.1145,9.5515,6.7735,466.5235,283.1175,26.3465,955.6475,79.6335,79.6335,397.2165,19.5395,89.1095,509.1785,185.9605,191.2135,137.1735,20.4255,73.0145,6.7735,272.2085,292.8015,79.0155,269.3835,466.5235,881.0905,4.6995,21.6935,45.1545,2.4135,568.2205,9.6345,716.7165,23.1735,98.3265,24.1115,9.2735,123.1855,582.1145,261.6045,98.4105,685.2775,29.8175,94.8065,13.5235
Control,23.8975,274.3995,193.7105,2.9405,147.7175,227.8705,515.4085,24.2195,659.3285,34.6075,411.6195,25.0255,1576.3265,10.5485,368.2065,659.3285,23.0705,486.7235,4.6025,183.1035,131.3905,23.0205,491.4805,10.9905,8.80549999999999,442.4695,443.0655,25.4825,954.2995,838.2875,132.9775,469.8215,40.5525,60.6485,703.8445,14.6555,900.5235,8.4185,139.0415,20.0985,261.9505,1081.4775,24.9335,6.3865,53.1865,675.6955,900.5235,20.4785,27.0005,26.3935,165.5715,515.4085,26.0365,578.5075,28.0435,7.3245,183.0255,838.2875,0.683499999999999,20.2305,3.1135,24.4085,98.7355,85.5015,26.4285,16.6685,180.5515,21.2565,131.0805,912.4965,33.6175,109.4335,330.9325,158.4505,12.9535,49.2255,900.5235,348.6005,40.4465,8.1085,515.4085,13.1585,65.7735,678.0275,94.3255,598.6905,0.467499999999998,1081.4775,574.5405,85.5015,380.1205,33.2265,578.5075,17.0425,12.0745,11.3365,138.3675,1450.4595,17.1755,900.5235,184.5955,651.7595,322.9445,18.0145,192.4715,517.0695,68.0535,134.1455,26.2715,749.6565,305.7075,0.614499999999996,41.6605,443.0655,274.3995,158.4505,11.4255,13.2045,578.5075,124.8585,13.1165,25.3225,1576.3265,12.8145,27.5585,131.0805,27.2245,675.6955,17.0205,8.1085,175.8765,261.9505,838.2875,21.2565,3.9645,680.7845,209.3815,17.6555,900.5235,7.2515,46.9985,549.0685,18.9395,61.6475,675.6955,1081.4775,92.4995,57.5605,0.467499999999998,40.5525,3.9645,185.1445,152.3155,3.1135,237.4855,680.7845,1022.2655,20.9645,24.1235,12.5905,7.1215,325.0735,15.9885,330.9325,26.4085,139.0415,29.8535,19.8765,58.7465,944.2015,38.3005,93.1535,860.8125,0.323499999999999,1.9115,15.7465
Infected,85.7765,211.8445,311.5855,21.3985,67.7435,225.6905,145.1295,48.5085,835.0555,49.7435,322.8875,26.1845,1566.5715,15.1115,209.6815,835.0555,22.6225,570.8935,5.0605,229.9585,101.5735,37.9985,254.3095,2.2055,59.8295,450.2345,104.9195,3.0325,855.7205,860.9155,171.3535,291.7415,63.6425,38.6165,468.5825,15.4325,594.1345,18.7725,24.8715,18.3575,241.1145,433.9095,15.1115,4.2765,25.9415,472.8795,594.1345,13.5795,24.9005,25.4745,217.2635,130.9355,24.5435,247.5335,26.9105,21.1625,172.7435,860.9155,27.8345,15.1935,49.7435,21.2485,25.4505,105.7005,23.1545,142.9515,165.9745,23.8745,171.6275,705.2755,41.8245,228.5335,590.0405,100.1045,4.6715,58.7315,594.1345,577.4935,107.7385,13.5025,130.9355,0.628500000000003,41.0155,594.9225,171.6275,331.6005,21.5875,433.9095,354.7375,26.6705,206.7925,11.0265,247.5335,4.4235,0.903499999999998,0.420499999999997,241.4835,3032.6425,20.3995,594.1345,295.4945,270.3665,441.7175,14.1325,191.1675,228.3715,17.9365,171.3535,25.6885,663.6935,150.9645,28.0665,66.1215,104.9195,211.8445,100.1045,24.9135,7.6275,247.5335,76.5425,0.147499999999997,16.8875,1566.5715,82.9215,22.3575,121.9805,26.5625,472.8795,38.2915,13.5025,150.9645,241.1145,860.9155,17.4015,6.1095,396.3245,251.7105,0.237500000000001,594.1345,34.7205,49.7435,475.5465,4.8125,115.1025,472.8795,433.9095,173.9305,141.1875,23.4935,63.6425,6.1095,207.7795,142.5955,49.7435,253.4595,396.3245,655.0995,20.3475,1.1865,42.6705,5.0685,540.7015,4.6165,590.0405,24.7295,24.8715,11.8675,13.5025,116.6715,561.2235,45.3155,86.6255,361.5275,2.9025,122.8505,15.4045
Infected,64.3895,253.8115,389.6335,18.6065,73.9625,255.4585,95.3405,43.8295,681.3345,83.8645,356.8225,24.3065,1329.3165,8.2095,246.3355,681.3345,23.9985,151.6255,16.7345,273.6365,55.8495,35.7255,233.7135,1.2865,22.8405,397.8465,155.8135,0.517499999999998,578.6165,1312.8885,185.9135,276.8635,24.6385,41.9475,279.5935,7.9745,606.7265,1.5265,7.4405,11.3725,246.8995,623.5465,4.2895,12.8275,12.0685,624.7235,606.7265,17.7545,25.3515,25.8535,303.3375,95.3405,23.2025,150.8525,30.9595,5.3735,157.0765,1312.8885,22.8625,9.6745,49.3825,18.8825,25.7645,103.4105,18.7515,50.1215,245.2685,22.8505,246.0775,902.5545,565.4885,221.9395,477.4965,144.3255,16.4055,25.7805,606.7265,485.3745,107.7765,6.2025,95.3405,4.2005,66.3085,772.8735,246.0775,456.3305,11.0275,623.5465,354.0205,52.4165,337.1315,1.4535,150.8525,23.6525,19.5485,11.3295,254.6615,2709.0395,16.6555,606.7265,185.0235,184.9835,720.9625,21.5535,284.8835,250.7885,15.8455,220.4335,25.5365,620.6375,198.8355,35.3515,89.3875,155.8135,253.8115,144.3255,21.2485,15.8005,150.8525,100.7155,14.7315,25.1805,1329.3165,101.6075,26.5745,213.6165,26.8305,624.7235,41.7375,6.2025,198.8355,246.8995,1312.8885,9.7645,8.22949999999999,661.5295,222.4145,22.4025,606.7265,46.9565,49.3825,392.8555,23.4455,104.7195,624.7235,89.0355,234.4665,80.4655,11.0275,16.2825,8.22949999999999,235.4685,358.0275,49.3825,486.5295,661.5295,623.5465,15.1545,23.6465,38.9525,9.36049999999999,578.3185,9.0325,477.4965,24.0845,7.4405,26.1285,12.5375,136.1965,500.3195,58.6925,131.6415,620.2885,0.683499999999999,82.4345,7.8895
Infected,62.4425,201.8205,379.5865,11.5245,55.4455,226.3065,211.0075,33.0305,935.2445,208.5085,696.1105,26.5765,1186.7095,24.0035,364.2955,935.2445,21.6105,246.8355,8.9355,178.4925,96.0045,45.4425,392.3815,18.6595,23.2935,396.9225,210.2215,4.6165,814.6185,851.0545,226.0295,200.7205,55.4405,97.5445,1057.8255,9.8685,593.0635,23.2415,61.7745,16.0305,207.9045,678.1205,24.3005,4.1115,16.4425,594.1755,593.0635,12.7105,26.0025,25.3365,225.4995,211.0075,26.5455,422.9305,53.1965,27.4455,204.0515,851.0545,28.5705,24.6225,5.7555,24.5325,18.7755,97.5955,17.1185,17.4385,209.7885,12.7585,185.9745,886.1335,536.5825,195.0335,534.5825,201.1665,6.16849999999999,71.1175,593.0635,725.3425,89.5535,5.8495,211.0075,6.2635,67.3035,517.4935,178.4925,403.1475,21.9735,678.1205,346.0415,63.7255,333.1295,31.6375,422.9305,8.5465,19.3465,2.2415,243.1765,1289.0645,7.4825,593.0635,201.8345,491.5015,326.4795,16.5715,178.5075,283.1275,42.9375,226.0295,24.8275,701.0665,204.5305,9.4645,42.9495,210.2215,239.8665,201.1665,7.3615,0.0814999999999984,422.9305,138.6635,7.7265,20.4615,1097.2845,79.3785,24.0505,185.9745,17.5185,594.1755,39.0805,5.8495,170.3585,207.9045,851.0545,12.7585,17.1175,589.4335,134.1355,10.4635,593.0635,44.0475,49.6215,378.8235,24.4145,111.8885,594.1755,678.1205,227.2995,112.4045,21.9735,55.4405,17.1175,134.2705,216.6405,5.7555,258.9945,589.4335,902.1895,0.172500000000003,9.3905,60.6505,14.2505,348.6385,9.9805,534.5825,25.0005,61.7745,43.3825,13.5035,88.5485,506.3735,7.8115,84.5045,1036.2045,0.713500000000003,27.2465,18.9445
